"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 03 14:59:25 BDT 2024","Mon Jun 03 14:59:39 BDT 2024","14111","chrome","tests\typeOnaFile.spec.ts","","","","PromptMe",""
